City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
141,Kalas,IN,2022-02-04 06:18:51,18.1667,74.8,74.35,41,52,7.31
142,Sorland,NO,2022-02-04 06:18:52,67.667,12.6934,26.67,95,100,27.09
143,Pisco,PE,2022-02-04 06:18:52,-13.7,-76.2167,68.05,77,0,10.36
144,Ambilobe,MG,2022-02-04 06:18:52,-13.2,49.05,80.91,82,99,11.52
145,Sao Felix Do Xingu,BR,2022-02-04 06:18:53,-6.6447,-51.995,69.55,95,13,0.72
146,Bethel,US,2022-02-04 06:18:53,41.3712,-73.414,51.89,92,100,1.01
147,Atar,MR,2022-02-04 06:18:54,20.5169,-13.0499,62.47,19,3,7.0
148,Paamiut,GL,2022-02-04 06:18:54,61.994,-49.6678,18.21,83,100,25.12
149,Destin,US,2022-02-04 06:14:17,30.3935,-86.4958,72.05,92,100,9.22
150,Catamarca,AR,2022-02-04 06:18:55,-28.4696,-65.7852,70.05,75,0,8.32
151,Vila Franca Do Campo,PT,2022-02-04 06:18:56,37.7167,-25.4333,59.2,80,89,10.54
152,Sar-E Pul,AF,2022-02-04 06:18:56,35.8333,66.1667,42.37,47,59,5.28
153,Port Blair,IN,2022-02-04 06:18:57,11.6667,92.75,82.44,69,40,10.36
154,Balykshi,KZ,2022-02-04 06:18:57,47.0667,51.8667,33.8,86,100,22.37
155,Ahuimanu,US,2022-02-04 06:17:11,21.4447,-157.8378,73.11,75,40,1.99
156,Alice Springs,AU,2022-02-04 06:14:54,-23.7,133.8833,78.35,27,58,14.97
157,Hirara,JP,2022-02-04 06:18:58,24.8,125.2833,66.06,88,75,23.02
158,Banda Aceh,ID,2022-02-04 06:18:59,5.5577,95.3222,86.41,63,60,8.61
159,Ahipara,NZ,2022-02-04 06:18:59,-35.1667,173.1667,73.87,81,59,13.53
160,Akaltara,IN,2022-02-04 06:19:01,22.0167,82.4333,75.42,51,11,7.87
161,Herat,AF,2022-02-04 06:19:01,34.5,62.0,47.23,22,87,7.92
162,Cayenne,GF,2022-02-04 06:15:18,4.9333,-52.3333,79.09,87,40,4.0
163,Itarema,BR,2022-02-04 06:19:02,-2.9248,-39.9167,76.78,87,89,8.21
164,Bayshore Gardens,US,2022-02-04 06:19:02,27.4253,-82.5904,67.98,75,0,8.05
165,Pilar,BR,2022-02-04 06:19:03,-9.5972,-35.9567,75.13,80,91,4.18
166,Rezina,MD,2022-02-04 06:19:03,47.7492,28.9622,25.02,89,48,4.68
167,Ballarat,AU,2022-02-04 06:14:37,-37.5662,143.8496,70.16,37,2,10.18
168,Lebu,CL,2022-02-04 06:19:04,-37.6167,-73.65,58.93,96,16,12.01
169,Karratha,AU,2022-02-04 06:19:04,-20.7377,116.8463,93.49,43,57,13.87
170,Chuy,UY,2022-02-04 06:19:05,-33.6971,-53.4616,69.3,96,100,5.82
171,Puerto Cabello,VE,2022-02-04 06:19:05,10.4731,-68.0125,76.41,82,67,7.07
172,Reyes,BO,2022-02-04 06:19:06,-14.3167,-67.3833,73.9,92,32,4.54
173,Alihe,CN,2022-02-04 06:19:06,50.5667,123.7167,8.13,52,57,9.24
174,Amos,CA,2022-02-04 06:19:07,48.5669,-78.1162,-18.13,100,51,2.91
175,Port Elizabeth,ZA,2022-02-04 06:19:07,-33.918,25.5701,68.29,73,100,12.66
176,Caravelas,BR,2022-02-04 06:19:08,-17.7125,-39.2481,75.51,90,98,4.36
177,Salalah,OM,2022-02-04 06:19:08,17.0151,54.0924,82.49,23,0,12.66
178,Irtyshskiy,RU,2022-02-04 06:19:09,58.3333,68.1333,29.34,96,100,9.82
179,Tindivanam,IN,2022-02-04 06:19:09,12.25,79.65,83.59,51,19,4.29
180,Brae,GB,2022-02-04 06:19:09,60.3964,-1.353,39.11,55,95,35.95
181,Yangjiang,CN,2022-02-04 06:19:10,21.85,111.9667,56.95,63,100,8.16
182,Cabedelo,BR,2022-02-04 06:20:10,-6.9811,-34.8339,75.87,72,99,11.97
183,Luderitz,NA,2022-02-04 06:20:11,-26.6481,15.1594,70.61,64,2,10.42
184,Sao Filipe,CV,2022-02-04 06:20:11,14.8961,-24.4956,72.79,73,0,5.53
185,Puerto Escondido,MX,2022-02-04 06:20:12,15.85,-97.0667,73.96,75,0,4.7
186,Upernavik,GL,2022-02-04 06:20:12,72.7868,-56.1549,5.76,70,100,1.95
187,Inhambane,MZ,2022-02-04 06:20:13,-23.865,35.3833,82.76,69,3,6.22
188,Salinopolis,BR,2022-02-04 06:20:13,-0.6136,-47.3561,77.56,87,100,9.31
189,Fortuna,US,2022-02-04 06:20:14,40.5982,-124.1573,43.93,94,100,0.0
190,Oxbow,CA,2022-02-04 06:20:14,49.2333,-102.1676,-16.65,92,54,12.57
191,Tasiilaq,GL,2022-02-04 06:19:20,65.6145,-37.6368,10.56,59,92,5.77
192,Lovrenc Na Pohorju,SI,2022-02-04 06:20:15,46.5406,15.3931,35.1,91,81,5.77
193,Kashi,CN,2022-02-04 06:20:15,39.4547,75.9797,33.01,27,0,8.95
194,Ponta Do Sol,PT,2022-02-04 06:20:16,32.6667,-17.1,66.0,75,12,2.68
195,Victoria,HK,2022-02-04 06:18:34,22.2855,114.1577,66.25,69,59,1.01
196,Esperance,AU,2022-02-04 06:20:16,-33.8667,121.9,79.79,49,8,17.85
197,Hambantota,LK,2022-02-04 06:20:17,6.1241,81.1185,83.17,65,26,4.94
198,Kodiak,US,2022-02-04 06:20:17,57.79,-152.4072,36.91,93,100,10.36
199,Bama,NG,2022-02-04 06:20:18,11.5221,13.6856,60.84,53,32,5.37
200,Yulara,AU,2022-02-04 06:17:32,-25.2406,130.9889,85.84,17,68,19.57
201,Havre-Saint-Pierre,CA,2022-02-04 06:20:19,50.2334,-63.5986,3.56,66,75,12.66
202,Acari,PE,2022-02-04 06:20:19,-15.4311,-74.6158,71.71,79,30,3.04
203,Otane,NZ,2022-02-04 06:20:19,-39.8833,176.6333,86.38,42,1,5.21
204,Hammerfest,NO,2022-02-04 06:20:20,70.6634,23.6821,14.45,79,40,18.41
205,Letka,RU,2022-02-04 06:20:20,59.6011,49.4232,5.4,99,98,1.81
206,Kjopsvik,NO,2022-02-04 06:20:21,68.097,16.3742,24.67,79,100,13.65
207,Isangel,VU,2022-02-04 06:17:17,-19.55,169.2667,80.71,94,75,0.0
208,General Roca,AR,2022-02-04 06:20:22,-39.0333,-67.5833,66.6,53,100,10.8
209,Ilhabela,BR,2022-02-04 06:15:36,-23.7781,-45.3581,75.78,92,90,8.66
210,Yook,PH,2022-02-04 06:20:22,13.2261,121.964,78.73,86,100,10.8
211,Danielskuil,ZA,2022-02-04 06:20:24,-28.1887,23.5395,67.3,51,1,8.5
212,Neiafu,TO,2022-02-04 06:20:25,-18.65,-173.9833,79.48,89,75,6.91
213,Lukulu,ZM,2022-02-04 06:20:25,-14.3707,23.242,64.8,97,100,4.7
214,Mar Del Plata,AR,2022-02-04 06:20:26,-38.0023,-57.5575,66.87,95,100,0.0
215,Mpika,ZM,2022-02-04 06:19:10,-11.8343,31.4529,62.85,98,100,5.97
216,Kruisfontein,ZA,2022-02-04 06:20:26,-34.0033,24.7314,65.88,69,81,8.88
217,Tias,ES,2022-02-04 06:20:27,28.9611,-13.645,65.95,64,100,5.75
218,Yongan,CN,2022-02-04 06:20:27,39.6957,113.6871,17.44,37,1,12.39
219,Gorinchem,NL,2022-02-04 06:20:28,51.8365,4.9724,47.98,85,100,8.01
220,Lipari,IT,2022-02-04 06:20:28,38.4674,14.954,51.78,53,36,10.42
221,Vila Velha,BR,2022-02-04 06:16:52,-20.3297,-40.2925,75.15,92,75,5.99
222,Tromso,NO,2022-02-04 06:16:29,69.6496,18.957,21.22,49,0,14.97
223,Chokurdakh,RU,2022-02-04 06:20:29,70.6333,147.9167,-29.16,100,62,0.83
224,Colchester,GB,2022-02-04 06:17:28,51.8892,0.9042,50.04,86,100,19.62
225,Rocha,UY,2022-02-04 06:20:30,-34.4833,-54.3333,70.14,96,100,10.63
226,Arlit,NE,2022-02-04 06:20:30,18.7369,7.3853,53.08,22,29,6.15
227,Rio Gallegos,AR,2022-02-04 06:20:31,-51.6226,-69.2181,44.65,65,75,9.22
228,Sambava,MG,2022-02-04 06:20:31,-14.2667,50.1667,82.27,65,99,2.77
229,Panguna,PG,2022-02-04 06:21:32,-6.3164,155.4848,74.97,82,100,1.57
230,Perth,AU,2022-02-04 06:19:28,-31.9333,115.8333,106.02,12,0,9.22
231,Naze,JP,2022-02-04 06:21:32,28.3667,129.4833,54.52,69,98,18.05
232,Myitkyina,MM,2022-02-04 06:21:33,25.3833,97.4,76.46,35,37,3.69
233,Belyy Yar,RU,2022-02-04 06:21:33,53.6039,91.3903,-4.11,77,90,0.0
234,Obo,CF,2022-02-04 06:21:33,5.3998,26.4869,77.41,26,100,4.43
235,Antioch,TR,2022-02-04 06:21:34,36.2066,36.1572,46.22,96,100,5.91
236,Ocara,BR,2022-02-04 06:21:34,-4.4908,-38.5967,72.7,94,77,1.1
237,Parkes,AU,2022-02-04 06:21:35,-33.1333,148.1833,79.36,29,2,3.0
238,Anadyr,RU,2022-02-04 06:21:35,64.75,177.4833,14.5,52,3,31.32
239,Derbent,RU,2022-02-04 06:21:36,42.0678,48.2899,42.17,92,97,3.69
240,Fuyu,CN,2022-02-04 06:21:36,45.1833,124.8167,8.22,74,26,9.62
241,Sinjar,IQ,2022-02-04 06:21:37,36.3209,41.8754,45.25,65,45,10.63
242,Talikota,IN,2022-02-04 06:21:37,16.4833,76.3167,78.64,25,37,8.08
243,Road Town,VG,2022-02-04 06:18:01,18.4167,-64.6167,75.29,76,92,17.74
244,Bayanday,RU,2022-02-04 06:21:38,53.0661,105.5139,6.89,86,97,5.53
245,Ryde,GB,2022-02-04 06:21:39,50.73,-1.1621,50.67,93,99,5.99
246,Taoudenni,ML,2022-02-04 06:21:39,22.6783,-3.9836,59.38,21,14,10.0
247,Bundaberg,AU,2022-02-04 06:21:39,-24.85,152.35,84.22,58,93,7.0
248,Kadur,IN,2022-02-04 06:21:40,13.5533,76.0131,79.63,34,52,2.95
249,Acajutla,SV,2022-02-04 06:21:40,13.5928,-89.8275,73.8,79,0,6.31
250,Snihurivka,UA,2022-02-04 06:21:41,47.0758,32.8052,26.58,71,42,12.64
251,Berdigestyakh,RU,2022-02-04 06:21:41,62.0989,126.6992,-12.35,94,99,4.94
252,Lukovetskiy,RU,2022-02-04 06:21:42,64.2956,41.9211,4.98,99,92,0.89
253,Miyako,JP,2022-02-04 06:21:42,39.6367,141.9525,35.31,47,79,7.05
254,Saint-Pierre,RE,2022-02-04 06:21:43,-21.3393,55.4781,80.28,69,75,20.71
255,Aripuana,BR,2022-02-04 06:21:43,-9.1667,-60.6333,71.37,99,96,1.34
256,Fengzhen,CN,2022-02-04 06:21:44,40.4394,113.1536,16.72,38,5,13.98
257,Smidovich,RU,2022-02-04 06:21:44,48.6,133.8167,-2.97,91,42,4.16
258,Maldonado,UY,2022-02-04 06:21:45,-34.6667,-54.9167,73.13,96,100,6.08
259,Aljezur,PT,2022-02-04 06:21:45,37.3191,-8.8033,56.53,56,97,5.97
260,Chernyshkovskiy,RU,2022-02-04 06:21:46,48.4219,42.2308,33.22,98,100,10.22
261,Robertson,US,2022-02-04 06:21:46,36.5167,-86.8667,32.11,94,100,10.36
262,Klaksvik,FO,2022-02-04 06:18:43,62.2266,-6.589,34.72,95,95,43.08
263,La Asuncion,VE,2022-02-04 06:21:47,11.0333,-63.8628,76.73,88,2,12.66
264,Burns Lake,CA,2022-02-04 06:21:47,54.2331,-125.7533,22.42,100,100,4.81
265,Carnarvon,AU,2022-02-04 06:21:48,-24.8667,113.6333,93.83,39,26,13.4
